InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Year,Month,DayOfWeek,Hour,Date,Region
552011,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-05-05 17:28:00,7.95,13867,United Kingdom,15.9,2011,5,Thursday,17,2011-05-05,UK
580276,22274,FELTCRAFT DOLL EMILY,1,2011-12-02 12:59:00,2.95,16426,United Kingdom,2.95,2011,12,Friday,12,2011-12-02,UK
551301,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-04-27 14:49:00,1.65,17675,United Kingdom,16.5,2011,4,Wednesday,14,2011-04-27,UK
556237,21014,SWISS CHALET TREE DECORATION ,3,2011-06-09 15:34:00,1.25,15287,United Kingdom,3.75,2011,6,Thursday,15,2011-06-09,UK
554110,75049L,LARGE CIRCULAR MIRROR MOBILE,6,2011-05-22 14:35:00,1.25,13468,United Kingdom,7.5,2011,5,Sunday,14,2011-05-22,UK
558777,22311,OFFICE MUG WARMER BLACK+SILVER ,1,2011-07-04 10:23:00,5.79,15287,United Kingdom,5.79,2011,7,Monday,10,2011-07-04,UK
536808,22570,FELTCRAFT CUSHION RABBIT,12,2010-12-02 16:46:00,3.75,17659,United Kingdom,45.0,2010,12,Thursday,16,2010-12-02,UK
562437,23093,SMALL PARISIENNE HEART PHOTO FRAME ,8,2011-08-04 17:58:00,2.49,13047,United Kingdom,19.92,2011,8,Thursday,17,2011-08-04,UK
580880,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,2011-12-06 12:19:00,2.08,14121,United Kingdom,20.8,2011,12,Tuesday,12,2011-12-06,UK
550993,22380,TOY TIDY SPACEBOY  ,5,2011-04-21 19:51:00,2.1,15810,United Kingdom,10.5,2011,4,Thursday,19,2011-04-21,UK
578675,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,2011-11-24 18:13:00,1.65,14756,United Kingdom,19.8,2011,11,Thursday,18,2011-11-24,UK
541696,21802,CHRISTMAS TREE HEART DECORATION,2,2011-01-20 18:08:00,0.42,15287,United Kingdom,0.84,2011,1,Thursday,18,2011-01-20,UK
542932,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2011-02-02 10:54:00,2.55,13089,United Kingdom,30.6,2011,2,Wednesday,10,2011-02-02,UK
568513,23234,BISCUIT TIN VINTAGE CHRISTMAS,18,2011-09-27 12:36:00,2.89,13555,United Kingdom,52.02,2011,9,Tuesday,12,2011-09-27,UK
538349,22917,HERB MARKER ROSEMARY,1,2010-12-10 14:59:00,1.66,15287,United Kingdom,1.66,2010,12,Friday,14,2010-12-10,UK
571438,20750,RED RETROSPOT MINI CASES,2,2011-10-17 13:25:00,7.95,15066,United Kingdom,15.9,2011,10,Monday,13,2011-10-17,UK
581497,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,1,2011-12-09 10:23:00,6.63,15287,United Kingdom,6.63,2011,12,Friday,10,2011-12-09,UK
580639,21328,BALLOONS  WRITING SET ,1,2011-12-05 12:46:00,1.65,17254,United Kingdom,1.65,2011,12,Monday,12,2011-12-05,UK
549667,22960,JAM MAKING SET WITH JARS,12,2011-04-11 12:20:00,3.75,14911,EIRE,45.0,2011,4,Monday,12,2011-04-11,Europe
562549,21993,FLORAL FOLK STATIONERY SET,12,2011-08-05 16:10:00,1.25,17092,United Kingdom,15.0,2011,8,Friday,16,2011-08-05,UK
563543,22662,LUNCH BAG DOLLY GIRL DESIGN,2,2011-08-17 12:06:00,1.65,15039,United Kingdom,3.3,2011,8,Wednesday,12,2011-08-17,UK
550364,23177,TREASURE ISLAND BOOK BOX,8,2011-04-18 11:29:00,2.25,16713,United Kingdom,18.0,2011,4,Monday,11,2011-04-18,UK
553707,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-05-18 15:26:00,1.25,16843,United Kingdom,15.0,2011,5,Wednesday,15,2011-05-18,UK
539050,20966,SANDWICH BATH SPONGE,1,2010-12-15 16:21:00,1.25,12577,France,1.25,2010,12,Wednesday,16,2010-12-15,Europe
578519,21039,RED RETROSPOT SHOPPING BAG,3,2011-11-24 13:56:00,2.55,14591,United Kingdom,7.649999999999999,2011,11,Thursday,13,2011-11-24,UK
558075,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-06-24 17:07:00,2.55,17858,United Kingdom,15.3,2011,6,Friday,17,2011-06-24,UK
575589,21914,BLUE HARMONICA IN BOX ,12,2011-11-10 12:05:00,1.25,14262,United Kingdom,15.0,2011,11,Thursday,12,2011-11-10,UK
563982,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-08-22 11:17:00,0.83,14397,United Kingdom,9.96,2011,8,Monday,11,2011-08-22,UK
555520,90209C,PINK ENAMEL+GLASS HAIR COMB,1,2011-06-05 11:14:00,2.1,15038,United Kingdom,2.1,2011,6,Sunday,11,2011-06-05,UK
581015,84819,DANISH ROSE ROUND SEWING BOX,16,2011-12-07 09:35:00,0.79,13949,United Kingdom,12.64,2011,12,Wednesday,9,2011-12-07,UK
564256,23159,SET OF 5 PANCAKE DAY MAGNETS,2,2011-08-24 10:45:00,2.08,14796,United Kingdom,4.16,2011,8,Wednesday,10,2011-08-24,UK
580729,22732,3D VINTAGE CHRISTMAS STICKERS ,4,2011-12-05 17:24:00,2.46,15287,United Kingdom,9.84,2011,12,Monday,17,2011-12-05,UK
568398,POST,POSTAGE,1,2011-09-27 10:26:00,5.0,14543,United Kingdom,5.0,2011,9,Tuesday,10,2011-09-27,UK
541422,20655,QUEEN OF SKIES LUGGAGE TAG,1,2011-01-17 17:48:00,0.83,15287,United Kingdom,0.83,2011,1,Monday,17,2011-01-17,UK
544681,85099F,JUMBO BAG STRAWBERRY,1,2011-02-22 16:28:00,4.13,15287,United Kingdom,4.13,2011,2,Tuesday,16,2011-02-22,UK
569137,23354,6 GIFT TAGS 50'S CHRISTMAS ,1,2011-09-30 14:45:00,1.63,15287,United Kingdom,1.63,2011,9,Friday,14,2011-09-30,UK
559202,23203,JUMBO BAG DOILEY PATTERNS,10,2011-07-07 10:40:00,2.08,13583,United Kingdom,20.8,2011,7,Thursday,10,2011-07-07,UK
577768,21558,SKULL LUNCH BOX WITH CUTLERY ,1,2011-11-21 15:18:00,4.96,15287,United Kingdom,4.96,2011,11,Monday,15,2011-11-21,UK
550500,84978,HANGING HEART JAR T-LIGHT HOLDER,15,2011-04-18 15:26:00,2.46,15287,United Kingdom,36.9,2011,4,Monday,15,2011-04-18,UK
564758,21121,SET/10 RED POLKADOT PARTY CANDLES,1,2011-08-30 10:39:00,2.46,15287,United Kingdom,2.46,2011,8,Tuesday,10,2011-08-30,UK
538744,21175,GIN + TONIC DIET METAL SIGN,2,2010-12-14 11:26:00,2.1,15356,United Kingdom,4.2,2010,12,Tuesday,11,2010-12-14,UK
537126,22847,BREAD BIN DINER STYLE IVORY,1,2010-12-05 12:13:00,16.95,18118,United Kingdom,16.95,2010,12,Sunday,12,2010-12-05,UK
542617,20727,LUNCH BAG  BLACK SKULL.,4,2011-01-30 15:48:00,1.65,17463,United Kingdom,6.6,2011,1,Sunday,15,2011-01-30,UK
567462,23329,DECORATIVE WICKER HEART LARGE,3,2011-09-20 12:35:00,1.65,14446,United Kingdom,4.949999999999999,2011,9,Tuesday,12,2011-09-20,UK
574170,23210,WHITE ROCKING HORSE HAND PAINTED,24,2011-11-03 11:43:00,1.25,16221,United Kingdom,30.0,2011,11,Thursday,11,2011-11-03,UK
559338,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,1,2011-07-07 16:30:00,6.63,15287,United Kingdom,6.63,2011,7,Thursday,16,2011-07-07,UK
547850,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-03-27 12:06:00,6.95,14472,United Kingdom,13.9,2011,3,Sunday,12,2011-03-27,UK
545000,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-02-25 12:37:00,2.95,15281,United Kingdom,17.700000000000003,2011,2,Friday,12,2011-02-25,UK
541566,85174,S/4 CACTI CANDLES,16,2011-01-19 11:50:00,1.95,17722,United Kingdom,31.2,2011,1,Wednesday,11,2011-01-19,UK
536575,85099B,JUMBO BAG RED RETROSPOT,70,2010-12-01 16:01:00,1.65,13777,United Kingdom,115.5,2010,12,Wednesday,16,2010-12-01,UK
558837,22386,JUMBO BAG PINK POLKADOT,1,2011-07-04 11:58:00,4.13,15287,United Kingdom,4.13,2011,7,Monday,11,2011-07-04,UK
545037,22021,BLUE FELT EASTER EGG BASKET,3,2011-02-27 10:02:00,1.65,14532,United Kingdom,4.949999999999999,2011,2,Sunday,10,2011-02-27,UK
573576,35649,VINTAGE BEAD COSMETIC BAG ,1,2011-10-31 14:09:00,2.46,14096,United Kingdom,2.46,2011,10,Monday,14,2011-10-31,UK
581232,POST,POSTAGE,4,2011-12-08 10:26:00,40.0,12358,Austria,160.0,2011,12,Thursday,10,2011-12-08,Europe
568198,17003,BROCADE RING PURSE ,27,2011-09-25 14:52:00,0.39,16771,United Kingdom,10.53,2011,9,Sunday,14,2011-09-25,UK
537400,22500,SET OF 2 TINS JARDIN DE PROVENCE,2,2010-12-06 14:36:00,4.95,17191,United Kingdom,9.9,2010,12,Monday,14,2010-12-06,UK
549320,22265,EASTER DECORATION NATURAL CHICK,13,2011-04-08 10:14:00,0.65,16010,United Kingdom,8.450000000000001,2011,4,Friday,10,2011-04-08,UK
555340,22147,FELTCRAFT BUTTERFLY HEARTS,6,2011-06-02 11:33:00,1.45,13334,United Kingdom,8.7,2011,6,Thursday,11,2011-06-02,UK
563098,23320,GIANT 50'S CHRISTMAS CRACKER,48,2011-08-12 09:14:00,2.49,14911,EIRE,119.52,2011,8,Friday,9,2011-08-12,Europe
559493,21078,SET/20 STRAWBERRY PAPER NAPKINS ,1,2011-07-08 13:53:00,2.46,15287,United Kingdom,2.46,2011,7,Friday,13,2011-07-08,UK
572669,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,3,2011-10-25 13:10:00,0.85,16549,United Kingdom,2.55,2011,10,Tuesday,13,2011-10-25,UK
566757,21418,STARFISH SOAP DISH,1,2011-09-14 15:54:00,4.96,15287,United Kingdom,4.96,2011,9,Wednesday,15,2011-09-14,UK
558335,22896,PEG BAG APPLES DESIGN,6,2011-06-28 13:16:00,2.55,17442,United Kingdom,15.3,2011,6,Tuesday,13,2011-06-28,UK
569361,23355,HOT WATER BOTTLE KEEP CALM,4,2011-10-03 14:59:00,4.95,16183,United Kingdom,19.8,2011,10,Monday,14,2011-10-03,UK
564740,22195,LARGE HEART MEASURING SPOONS,1,2011-08-28 14:39:00,1.65,14044,United Kingdom,1.65,2011,8,Sunday,14,2011-08-28,UK
541422,22681,FRENCH BLUE METAL DOOR SIGN 6,1,2011-01-17 17:48:00,2.46,15287,United Kingdom,2.46,2011,1,Monday,17,2011-01-17,UK
564757,75049L,LARGE CIRCULAR MIRROR MOBILE,2,2011-08-30 10:36:00,2.46,15287,United Kingdom,4.92,2011,8,Tuesday,10,2011-08-30,UK
568567,84598,BOYS ALPHABET IRON ON PATCHES,6,2011-09-27 18:41:00,0.42,15287,United Kingdom,2.52,2011,9,Tuesday,18,2011-09-27,UK
563234,23292,SPACEBOY CHILDRENS CUP,8,2011-08-15 08:26:00,1.25,13621,United Kingdom,10.0,2011,8,Monday,8,2011-08-15,UK
552493,85163B,BLACK BAROQUE WALL CLOCK ,1,2011-05-09 16:21:00,24.96,15287,United Kingdom,24.96,2011,5,Monday,16,2011-05-09,UK
571257,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,3,2011-10-14 17:17:00,7.46,15287,United Kingdom,22.38,2011,10,Friday,17,2011-10-14,UK
548861,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-04-04 13:42:00,1.25,18185,United Kingdom,15.0,2011,4,Monday,13,2011-04-04,UK
581217,23419,HOME SWEET HOME BOTTLE ,3,2011-12-08 09:20:00,4.13,15287,United Kingdom,12.39,2011,12,Thursday,9,2011-12-08,UK
561534,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-07-28 09:45:00,4.95,14307,United Kingdom,14.85,2011,7,Thursday,9,2011-07-28,UK
557674,22333,RETROSPOT PARTY BAG + STICKER SET,48,2011-06-22 10:19:00,1.45,16422,United Kingdom,69.6,2011,6,Wednesday,10,2011-06-22,UK
571129,23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,20,2011-10-14 10:03:00,2.08,14156,EIRE,41.6,2011,10,Friday,10,2011-10-14,Europe
539750,22074,6 RIBBONS SHIMMERING PINKS ,1,2010-12-21 15:40:00,4.21,15287,United Kingdom,4.21,2010,12,Tuesday,15,2010-12-21,UK
575516,20750,RED RETROSPOT MINI CASES,6,2011-11-10 10:45:00,7.95,17340,United Kingdom,47.7,2011,11,Thursday,10,2011-11-10,UK
547903,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,2011-03-28 11:59:00,0.42,15039,United Kingdom,6.72,2011,3,Monday,11,2011-03-28,UK
539256,48116,DOORMAT MULTICOLOUR STRIPE,4,2010-12-16 14:27:00,7.95,15601,United Kingdom,31.8,2010,12,Thursday,14,2010-12-16,UK
541285,85099B,JUMBO BAG RED RETROSPOT,10,2011-01-17 12:45:00,1.95,13001,United Kingdom,19.5,2011,1,Monday,12,2011-01-17,UK
537434,22867,HAND WARMER BIRD DESIGN,4,2010-12-06 16:57:00,4.21,15287,United Kingdom,16.84,2010,12,Monday,16,2010-12-06,UK
567124,22961,JAM MAKING SET PRINTED,12,2011-09-16 13:45:00,1.45,15240,United Kingdom,17.4,2011,9,Friday,13,2011-09-16,UK
566787,84375,SET OF 20 KIDS COOKIE CUTTERS,2,2011-09-15 10:31:00,4.13,15287,United Kingdom,8.26,2011,9,Thursday,10,2011-09-15,UK
563745,22115,METAL SIGN EMPIRE TEA,12,2011-08-19 09:38:00,0.79,15159,United Kingdom,9.48,2011,8,Friday,9,2011-08-19,UK
576840,23695,DOILY THANK YOU CARD,2,2011-11-16 15:23:00,0.83,15287,United Kingdom,1.66,2011,11,Wednesday,15,2011-11-16,UK
576181,23492,VINTAGE JINGLE BELLS WREATH,6,2011-11-14 11:19:00,8.25,15572,United Kingdom,49.5,2011,11,Monday,11,2011-11-14,UK
566019,16168M,FUNKY MONKEY GIFT BAG MEDIUM,12,2011-09-08 12:44:00,0.42,17243,United Kingdom,5.04,2011,9,Thursday,12,2011-09-08,UK
537434,15036,ASSORTED COLOURS SILK FAN,2,2010-12-06 16:57:00,1.28,15287,United Kingdom,2.56,2010,12,Monday,16,2010-12-06,UK
570872,22819,"BIRTHDAY CARD, RETRO SPOT",2,2011-10-12 16:40:00,0.42,15287,United Kingdom,0.84,2011,10,Wednesday,16,2011-10-12,UK
548973,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-04-05 11:44:00,0.29,15674,United Kingdom,13.919999999999998,2011,4,Tuesday,11,2011-04-05,UK
578255,21814,HEART T-LIGHT HOLDER ,3,2011-11-23 12:58:00,1.45,14675,United Kingdom,4.35,2011,11,Wednesday,12,2011-11-23,UK
536412,20728,LUNCH BAG CARS BLUE,3,2010-12-01 11:49:00,1.65,17920,United Kingdom,4.949999999999999,2010,12,Wednesday,11,2010-12-01,UK
541406,21122,SET/10 PINK POLKADOT PARTY CANDLES,10,2011-01-17 15:19:00,1.25,14657,United Kingdom,12.5,2011,1,Monday,15,2011-01-17,UK
556797,23201,JUMBO BAG ALPHABET,10,2011-06-14 14:49:00,1.95,17101,United Kingdom,19.5,2011,6,Tuesday,14,2011-06-14,UK
547063,84745B,BLUE HANGING GINGHAM EASTER HEN,6,2011-03-20 13:33:00,0.42,14769,United Kingdom,2.52,2011,3,Sunday,13,2011-03-20,UK
579512,22703,PINK CAT BOWL,4,2011-11-29 16:47:00,1.63,15287,United Kingdom,6.52,2011,11,Tuesday,16,2011-11-29,UK
573822,22113,GREY HEART HOT WATER BOTTLE,4,2011-11-01 11:33:00,4.25,15527,United Kingdom,17.0,2011,11,Tuesday,11,2011-11-01,UK
558685,23214,BELL HEART ANTIQUE GOLD,12,2011-07-01 11:32:00,2.08,17706,United Kingdom,24.96,2011,7,Friday,11,2011-07-01,UK
576851,22557,PLASTERS IN TIN VINTAGE PAISLEY ,3,2011-11-16 15:41:00,1.65,15967,United Kingdom,4.949999999999999,2011,11,Wednesday,15,2011-11-16,UK
551150,22829,SWEETHEART WIRE WALL TIDY,2,2011-04-26 14:37:00,9.95,18144,United Kingdom,19.9,2011,4,Tuesday,14,2011-04-26,UK
539338,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2010-12-17 10:54:00,2.95,17404,Sweden,17.700000000000003,2010,12,Friday,10,2010-12-17,Europe
567631,46000S,POLYESTER FILLER PAD 40x40cm,4,2011-09-21 13:33:00,1.45,13350,United Kingdom,5.8,2011,9,Wednesday,13,2011-09-21,UK
571034,23536,WALL ART VILLAGE SHOW ,4,2011-10-13 12:47:00,5.95,12359,Cyprus,23.8,2011,10,Thursday,12,2011-10-13,Europe
554514,22470,HEART OF WICKER LARGE,3,2011-05-24 15:58:00,2.95,15287,United Kingdom,8.850000000000001,2011,5,Tuesday,15,2011-05-24,UK
547553,22272,FELTCRAFT DOLL MARIA,1,2011-03-23 16:00:00,2.95,15644,United Kingdom,2.95,2011,3,Wednesday,16,2011-03-23,UK
537136,22894,TABLECLOTH RED APPLES DESIGN ,1,2010-12-05 12:42:00,8.5,12748,United Kingdom,8.5,2010,12,Sunday,12,2010-12-05,UK
575491,85099B,JUMBO BAG RED RETROSPOT,10,2011-11-09 17:47:00,2.08,15531,United Kingdom,20.8,2011,11,Wednesday,17,2011-11-09,UK
576686,22620,4 TRADITIONAL SPINNING TOPS,2,2011-11-16 12:08:00,1.45,16916,United Kingdom,2.9,2011,11,Wednesday,12,2011-11-16,UK
579777,23486,ANTIQUE HEART SHELF UNIT,1,2011-11-30 15:13:00,33.29,15287,United Kingdom,33.29,2011,11,Wednesday,15,2011-11-30,UK
554181,22686,FRENCH BLUE METAL DOOR SIGN No,12,2011-05-23 12:09:00,1.25,13078,United Kingdom,15.0,2011,5,Monday,12,2011-05-23,UK
571305,21218,RED SPOTTY BISCUIT TIN,4,2011-10-17 09:55:00,8.29,15287,United Kingdom,33.16,2011,10,Monday,9,2011-10-17,UK
561933,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-08-01 12:56:00,1.69,12949,United Kingdom,27.04,2011,8,Monday,12,2011-08-01,UK
544913,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,4,2011-02-24 15:26:00,0.85,15543,United Kingdom,3.4,2011,2,Thursday,15,2011-02-24,UK
570488,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1,2011-10-10 17:12:00,4.13,14096,United Kingdom,4.13,2011,10,Monday,17,2011-10-10,UK
558475,23035,DRAWER KNOB CERAMIC IVORY,2,2011-06-29 15:58:00,3.29,15287,United Kingdom,6.58,2011,6,Wednesday,15,2011-06-29,UK
576665,23265,SET OF 3 WOODEN TREE DECORATIONS,2,2011-11-16 11:46:00,1.25,17841,United Kingdom,2.5,2011,11,Wednesday,11,2011-11-16,UK
559506,21983,PACK OF 12 BLUE PAISLEY TISSUES ,1,2011-07-08 15:17:00,0.83,15287,United Kingdom,0.83,2011,7,Friday,15,2011-07-08,UK
558475,79190D,RETRO PLASTIC DAISY TRAY,1,2011-06-29 15:58:00,0.83,15287,United Kingdom,0.83,2011,6,Wednesday,15,2011-06-29,UK
575177,21471,STRAWBERRY RAFFIA FOOD COVER,1,2011-11-08 18:41:00,3.29,15287,United Kingdom,3.29,2011,11,Tuesday,18,2011-11-08,UK
580048,21914,BLUE HARMONICA IN BOX ,2,2011-12-01 12:53:00,1.25,12748,United Kingdom,2.5,2011,12,Thursday,12,2011-12-01,UK
564065,23154,SET OF 4 JAM JAR MAGNETS,12,2011-08-22 15:05:00,2.08,15150,United Kingdom,24.96,2011,8,Monday,15,2011-08-22,UK
570690,84950,ASSORTED COLOUR T-LIGHT HOLDER,6,2011-10-11 16:37:00,1.38,15287,United Kingdom,8.28,2011,10,Tuesday,16,2011-10-11,UK
555650,22831,WHITE BROCANTE SOAP DISH,6,2011-06-06 13:48:00,2.95,14156,EIRE,17.700000000000003,2011,6,Monday,13,2011-06-06,Europe
571328,70007,HI TEC ALPINE HAND WARMER,12,2011-10-17 11:27:00,1.65,12473,Germany,19.8,2011,10,Monday,11,2011-10-17,Europe
559144,23254,CHILDRENS CUTLERY DOLLY GIRL ,8,2011-07-06 14:17:00,4.15,12921,United Kingdom,33.2,2011,7,Wednesday,14,2011-07-06,UK
566291,23330,DECORATIVE WICKER HEART MEDIUM,2,2011-09-11 15:31:00,1.25,12965,United Kingdom,2.5,2011,9,Sunday,15,2011-09-11,UK
550458,21693,SMALL HAMMERED SILVER CANDLEPOT ,2,2011-04-18 13:13:00,5.79,15287,United Kingdom,11.58,2011,4,Monday,13,2011-04-18,UK
580908,22634,CHILDS BREAKFAST SET SPACEBOY ,1,2011-12-06 13:20:00,9.95,16495,United Kingdom,9.95,2011,12,Tuesday,13,2011-12-06,UK
568568,23366,SET 12 COLOURING PENCILS DOILY,16,2011-09-28 08:48:00,0.65,14412,United Kingdom,10.4,2011,9,Wednesday,8,2011-09-28,UK
574936,84836,ZINC METAL HEART DECORATION,3,2011-11-07 17:06:00,1.25,13066,United Kingdom,3.75,2011,11,Monday,17,2011-11-07,UK
564187,21231,SWEETHEART CERAMIC TRINKET BOX,4,2011-08-23 15:24:00,1.25,15005,United Kingdom,5.0,2011,8,Tuesday,15,2011-08-23,UK
579946,23301,GARDENERS KNEELING PAD KEEP CALM ,4,2011-12-01 10:44:00,1.65,15993,United Kingdom,6.6,2011,12,Thursday,10,2011-12-01,UK
539225,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2010-12-16 13:02:00,1.25,15379,United Kingdom,15.0,2010,12,Thursday,13,2010-12-16,UK
562002,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-08-01 13:48:00,2.95,14567,United Kingdom,35.400000000000006,2011,8,Monday,13,2011-08-01,UK
547720,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-03-25 10:08:00,9.95,14209,United Kingdom,9.95,2011,3,Friday,10,2011-03-25,UK
578852,22599,CHRISTMAS MUSICAL ZINC STAR,5,2011-11-27 11:12:00,0.29,17841,United Kingdom,1.45,2011,11,Sunday,11,2011-11-27,UK
566976,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2011-09-16 09:27:00,2.55,15382,United Kingdom,20.4,2011,9,Friday,9,2011-09-16,UK
580891,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-12-06 12:28:00,2.95,17481,United Kingdom,17.700000000000003,2011,12,Tuesday,12,2011-12-06,UK
554511,22494,EMERGENCY FIRST AID TIN ,2,2011-05-24 15:52:00,2.46,15287,United Kingdom,4.92,2011,5,Tuesday,15,2011-05-24,UK
555742,22706,WRAP COWBOYS  ,25,2011-06-07 10:34:00,0.42,16949,United Kingdom,10.5,2011,6,Tuesday,10,2011-06-07,UK
545908,22499,WOODEN UNION JACK BUNTING,3,2011-03-08 09:26:00,5.95,14709,United Kingdom,17.85,2011,3,Tuesday,9,2011-03-08,UK
552514,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2011-05-09 16:30:00,3.29,15287,United Kingdom,3.29,2011,5,Monday,16,2011-05-09,UK
573248,23319,BOX OF 6 MINI 50'S CRACKERS,10,2011-10-28 12:09:00,2.49,14498,United Kingdom,24.9,2011,10,Friday,12,2011-10-28,UK
547730,22629,SPACEBOY LUNCH BOX ,2,2011-03-25 11:01:00,1.95,14796,United Kingdom,3.9,2011,3,Friday,11,2011-03-25,UK
547385,22605,WOODEN CROQUET GARDEN SET,1,2011-03-22 15:48:00,24.96,15287,United Kingdom,24.96,2011,3,Tuesday,15,2011-03-22,UK
579093,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,2011-11-28 10:54:00,9.95,13081,United Kingdom,19.9,2011,11,Monday,10,2011-11-28,UK
572123,22659,LUNCH BOX I LOVE LONDON,64,2011-10-21 08:40:00,1.65,14646,Netherlands,105.6,2011,10,Friday,8,2011-10-21,Europe
560601,23321,SMALL WHITE HEART OF WICKER,1,2011-07-19 17:17:00,1.65,16764,United Kingdom,1.65,2011,7,Tuesday,17,2011-07-19,UK
538576,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2010-12-13 11:29:00,8.5,14498,United Kingdom,17.0,2010,12,Monday,11,2010-12-13,UK
565614,71053,WHITE METAL LANTERN,3,2011-09-05 15:20:00,3.75,17309,United Kingdom,11.25,2011,9,Monday,15,2011-09-05,UK
538365,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-12-12 10:11:00,0.95,17243,United Kingdom,0.95,2010,12,Sunday,10,2010-12-12,UK
578926,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,2011-11-27 12:24:00,1.45,18156,United Kingdom,1.45,2011,11,Sunday,12,2011-11-27,UK
580115,23500,KEY RING BASEBALL BOOT ASSORTED ,26,2011-12-01 16:22:00,2.46,15287,United Kingdom,63.96,2011,12,Thursday,16,2011-12-01,UK
540260,84849B,FAIRY SOAP SOAP HOLDER,12,2011-01-06 09:40:00,1.69,13097,United Kingdom,20.28,2011,1,Thursday,9,2011-01-06,UK
570776,22131,FOOD CONTAINER SET 3 LOVE HEART ,12,2011-10-12 11:45:00,1.95,13985,United Kingdom,23.4,2011,10,Wednesday,11,2011-10-12,UK
560861,85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,1,2011-07-21 13:37:00,4.25,17660,United Kingdom,4.25,2011,7,Thursday,13,2011-07-21,UK
537844,71215,METAL BASE FOR CANDLES,1,2010-12-08 15:17:00,0.42,17999,United Kingdom,0.42,2010,12,Wednesday,15,2010-12-08,UK
540176,21240,BLUE POLKADOT CUP,96,2011-01-05 12:40:00,0.72,17511,United Kingdom,69.12,2011,1,Wednesday,12,2011-01-05,UK
556776,22748,POPPY'S PLAYHOUSE KITCHEN,2,2011-06-14 12:24:00,2.1,14730,United Kingdom,4.2,2011,6,Tuesday,12,2011-06-14,UK
562955,21713,CITRONELLA CANDLE FLOWERPOT,5,2011-08-11 10:14:00,4.13,15287,United Kingdom,20.65,2011,8,Thursday,10,2011-08-11,UK
556082,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-06-08 15:22:00,3.75,15287,United Kingdom,3.75,2011,6,Wednesday,15,2011-06-08,UK
562045,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-08-02 10:33:00,8.5,12644,Germany,17.0,2011,8,Tuesday,10,2011-08-02,Europe
564852,82552,WASHROOM METAL SIGN,10,2011-08-30 17:23:00,1.45,14976,United Kingdom,14.5,2011,8,Tuesday,17,2011-08-30,UK
574531,22959,WRAP CHRISTMAS VILLAGE,25,2011-11-04 14:11:00,0.42,12748,United Kingdom,10.5,2011,11,Friday,14,2011-11-04,UK
574561,20723,STRAWBERRY CHARLOTTE BAG,3,2011-11-04 15:52:00,1.63,15287,United Kingdom,4.89,2011,11,Friday,15,2011-11-04,UK
539010,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,8,2010-12-15 13:24:00,1.45,15005,United Kingdom,11.6,2010,12,Wednesday,13,2010-12-15,UK
577594,23352,ROLL WRAP 50'S RED CHRISTMAS ,9,2011-11-20 16:07:00,1.25,13142,United Kingdom,11.25,2011,11,Sunday,16,2011-11-20,UK
565587,22215,CAKE STAND WHITE TWO TIER LACE,24,2011-09-05 13:38:00,7.65,12727,France,183.6,2011,9,Monday,13,2011-09-05,Europe
563842,21155,RED RETROSPOT PEG BAG,6,2011-08-19 13:54:00,2.55,13871,United Kingdom,15.3,2011,8,Friday,13,2011-08-19,UK
